CMDLINE C:\Users\anton\AppData\Local\Programs\Python\Python310\python.exe .\held_karp_algorithm.py
MEM 51.277344 1668775889.5325
MEM 51.292969 1668775889.6409
MEM 51.308594 1668775889.7495
MEM 51.316406 1668775889.8575
MEM 51.332031 1668775889.9649
MEM 51.343750 1668775890.0741
MEM 51.363281 1668775890.1830
MEM 51.378906 1668775890.2915
MEM 51.386719 1668775890.4009
MEM 51.402344 1668775890.5097
MEM 51.417969 1668775890.6182
MEM 51.425781 1668775890.7286
MEM 51.441406 1668775890.8375
MEM 51.457031 1668775890.9461
MEM 51.468750 1668775891.0562
MEM 51.476562 1668775891.1654
MEM 51.492188 1668775891.2751
MEM 51.554688 1668775891.3843
MEM 51.554688 1668775891.4931
MEM 51.554688 1668775891.6029
MEM 51.554688 1668775891.7107
MEM 51.617188 1668775891.8201
MEM 51.617188 1668775891.9298
MEM 51.617188 1668775892.0398
MEM 51.617188 1668775892.1479
MEM 51.617188 1668775892.2588
MEM 51.679688 1668775892.3676
MEM 51.679688 1668775892.4765
MEM 51.679688 1668775892.5868
MEM 51.679688 1668775892.6954
MEM 51.679688 1668775892.8035
MEM 51.679688 1668775892.9133
MEM 51.742188 1668775893.0210
MEM 51.742188 1668775893.1295
MEM 51.742188 1668775893.2369
MEM 51.742188 1668775893.3453
MEM 51.742188 1668775893.4546
MEM 51.804688 1668775893.5620
MEM 51.804688 1668775893.6718
MEM 51.804688 1668775893.7817
MEM 51.804688 1668775893.8913
MEM 51.804688 1668775894.0008
MEM 51.867188 1668775894.1086
MEM 51.867188 1668775894.2173
MEM 51.867188 1668775894.3264
MEM 51.867188 1668775894.4354
MEM 51.867188 1668775894.5435
MEM 51.929688 1668775894.6527
MEM 51.929688 1668775894.7609
MEM 51.929688 1668775894.8688
MEM 51.929688 1668775894.9695
MEM 51.929688 1668775895.0775
MEM 51.929688 1668775895.1857
MEM 51.992188 1668775895.2969
MEM 51.992188 1668775895.4089
MEM 51.992188 1668775895.5169
MEM 51.992188 1668775895.6265
MEM 51.992188 1668775895.7361
MEM 52.054688 1668775895.8456
MEM 52.054688 1668775895.9545
MEM 52.054688 1668775896.0640
MEM 52.054688 1668775896.1730
MEM 52.054688 1668775896.2822
MEM 52.117188 1668775896.3915
MEM 52.117188 1668775896.5001
MEM 52.117188 1668775896.6097
MEM 52.117188 1668775896.7182
MEM 52.117188 1668775896.8273
MEM 52.179688 1668775896.9361
MEM 52.179688 1668775897.0463
MEM 52.179688 1668775897.1543
MEM 52.179688 1668775897.2642
MEM 52.179688 1668775897.3729
MEM 52.183594 1668775897.4785
MEM 52.191406 1668775897.5871
MEM 52.203125 1668775897.6951
MEM 52.210938 1668775897.8046
MEM 52.226562 1668775897.9155
MEM 52.234375 1668775898.0243
MEM 52.246094 1668775898.1320
MEM 52.257812 1668775898.2410
MEM 52.269531 1668775898.3490
MEM 52.281250 1668775898.4513
MEM 52.296875 1668775898.5606
MEM 52.312500 1668775898.6707
MEM 52.332031 1668775898.7793
MEM 52.339844 1668775898.8881
MEM 52.351562 1668775898.9984
MEM 52.359375 1668775899.1071
MEM 52.375000 1668775899.2160
MEM 52.386719 1668775899.3254
MEM 52.394531 1668775899.4336
MEM 52.410156 1668775899.5436
MEM 52.425781 1668775899.6525
MEM 52.441406 1668775899.7603
MEM 52.453125 1668775899.8675
MEM 52.464844 1668775899.9769
MEM 52.480469 1668775900.0846
MEM 52.554688 1668775900.1934
MEM 52.554688 1668775900.3011
MEM 52.554688 1668775900.4100
MEM 52.554688 1668775900.5181
MEM 52.554688 1668775900.6274
MEM 52.554688 1668775900.7352
MEM 52.617188 1668775900.8440
MEM 52.617188 1668775900.9532
MEM 52.617188 1668775901.0628
MEM 52.617188 1668775901.1698
MEM 52.617188 1668775901.2777
MEM 52.679688 1668775901.3870
MEM 52.679688 1668775901.4950
MEM 52.679688 1668775901.6045
MEM 52.679688 1668775901.7129
MEM 52.679688 1668775901.8213
MEM 52.679688 1668775901.9309
MEM 52.742188 1668775902.0403
MEM 52.742188 1668775902.1484
MEM 52.742188 1668775902.2574
MEM 52.742188 1668775902.3653
MEM 52.804688 1668775902.4751
MEM 52.804688 1668775902.5842
MEM 52.804688 1668775902.6927
MEM 52.804688 1668775902.8014
MEM 52.804688 1668775902.9111
MEM 52.804688 1668775903.0197
MEM 52.804688 1668775903.1295
MEM 52.867188 1668775903.2388
MEM 52.867188 1668775903.3466
MEM 52.867188 1668775903.4560
MEM 52.867188 1668775903.5641
MEM 52.867188 1668775903.6733
MEM 52.867188 1668775903.7818
MEM 52.929688 1668775903.8913
MEM 52.929688 1668775903.9995
MEM 52.929688 1668775904.1074
MEM 52.929688 1668775904.2162
MEM 52.929688 1668775904.3285
MEM 52.929688 1668775904.4376
MEM 52.992188 1668775904.5472
MEM 52.992188 1668775904.6560
MEM 52.992188 1668775904.7647
MEM 52.992188 1668775904.8729
MEM 52.992188 1668775904.9804
MEM 53.054688 1668775905.0884
MEM 53.054688 1668775905.1974
MEM 53.054688 1668775905.3069
MEM 53.054688 1668775905.4163
MEM 53.054688 1668775905.5238
MEM 53.054688 1668775905.6317
MEM 53.117188 1668775905.7414
MEM 53.117188 1668775905.8510
MEM 53.117188 1668775905.9599
MEM 53.117188 1668775906.0676
MEM 53.117188 1668775906.1767
MEM 53.117188 1668775906.2844
MEM 53.179688 1668775906.3923
MEM 53.179688 1668775906.5012
MEM 53.179688 1668775906.6093
MEM 53.179688 1668775906.7171
MEM 53.179688 1668775906.8249
MEM 53.179688 1668775906.9334
MEM 53.187500 1668775907.0437
MEM 53.199219 1668775907.1522
MEM 53.203125 1668775907.2609
MEM 53.214844 1668775907.3705
MEM 53.218750 1668775907.4793
MEM 53.234375 1668775907.5858
MEM 53.242188 1668775907.6949
MEM 53.253906 1668775907.8029
MEM 53.261719 1668775907.9113
MEM 53.273438 1668775908.0201
MEM 53.281250 1668775908.1285
MEM 53.292969 1668775908.2376
MEM 53.308594 1668775908.3461
MEM 53.316406 1668775908.4545
MEM 53.332031 1668775908.5625
MEM 53.347656 1668775908.6715
MEM 53.355469 1668775908.7798
MEM 53.367188 1668775908.8887
MEM 53.429688 1668775908.9964
MEM 53.429688 1668775909.1041
MEM 53.429688 1668775909.2133
MEM 53.429688 1668775909.3221
MEM 53.429688 1668775909.4313
MEM 53.492188 1668775909.5397
MEM 53.492188 1668775909.6486
MEM 53.492188 1668775909.7564
MEM 53.492188 1668775909.8649
MEM 53.492188 1668775909.9726
MEM 53.554688 1668775910.0822
MEM 53.554688 1668775910.1913
MEM 53.554688 1668775910.2993
MEM 53.554688 1668775910.4064
MEM 53.554688 1668775910.5136
MEM 53.554688 1668775910.6216
MEM 53.554688 1668775910.7302
MEM 53.617188 1668775910.8408
MEM 53.617188 1668775910.9501
MEM 53.617188 1668775911.0590
MEM 53.617188 1668775911.1691
MEM 53.617188 1668775911.2784
MEM 53.617188 1668775911.3867
MEM 53.679688 1668775911.4930
MEM 53.679688 1668775911.5999
MEM 53.679688 1668775911.7092
MEM 53.679688 1668775911.8169
MEM 53.679688 1668775911.9281
MEM 53.679688 1668775912.0351
MEM 53.742188 1668775912.1390
MEM 53.742188 1668775912.2475
MEM 53.742188 1668775912.3559
MEM 53.742188 1668775912.4650
MEM 53.742188 1668775912.5729
MEM 53.742188 1668775912.6809
MEM 53.742188 1668775912.7894
MEM 53.804688 1668775912.8979
MEM 53.804688 1668775913.0057
MEM 53.804688 1668775913.1154
MEM 53.804688 1668775913.2241
MEM 53.804688 1668775913.3332
MEM 53.804688 1668775913.4511
MEM 53.804688 1668775913.5611
MEM 53.804688 1668775913.6751
MEM 53.804688 1668775913.7871
MEM 53.867188 1668775913.8938
MEM 53.867188 1668775914.0027
MEM 53.867188 1668775914.1101
MEM 53.867188 1668775914.2192
MEM 53.867188 1668775914.3283
MEM 53.867188 1668775914.4366
MEM 53.867188 1668775914.5456
MEM 53.929688 1668775914.6538
MEM 53.929688 1668775914.7610
MEM 53.929688 1668775914.8703
MEM 53.929688 1668775914.9784
MEM 53.929688 1668775915.0871
MEM 53.929688 1668775915.1948
MEM 53.992188 1668775915.3041
MEM 53.992188 1668775915.4128
MEM 53.992188 1668775915.5211
MEM 53.992188 1668775915.6298
MEM 53.992188 1668775915.7383
MEM 53.992188 1668775915.8472
MEM 54.054688 1668775915.9554
MEM 54.054688 1668775916.0626
MEM 54.054688 1668775916.1702
MEM 54.054688 1668775916.2789
MEM 54.054688 1668775916.3875
MEM 54.054688 1668775916.4967
MEM 54.117188 1668775916.6057
MEM 54.117188 1668775916.7141
MEM 54.117188 1668775916.8221
MEM 54.117188 1668775916.9301
MEM 54.117188 1668775917.0371
MEM 54.117188 1668775917.1463
MEM 54.179688 1668775917.2549
MEM 54.179688 1668775917.3641
MEM 54.179688 1668775917.4752
MEM 54.179688 1668775917.5844
MEM 54.179688 1668775917.6924
MEM 54.179688 1668775917.8004
MEM 54.179688 1668775917.9070
MEM 54.179688 1668775918.0146
MEM 54.183594 1668775918.1220
MEM 54.183594 1668775918.2302
MEM 54.187500 1668775918.3386
MEM 54.199219 1668775918.4463
MEM 54.203125 1668775918.5529
MEM 54.210938 1668775918.6596
MEM 54.218750 1668775918.7665
MEM 54.222656 1668775918.8741
MEM 54.234375 1668775918.9806
MEM 54.238281 1668775919.0883
MEM 54.304688 1668775919.1983
MEM 54.304688 1668775919.3071
MEM 54.304688 1668775919.4155
MEM 54.304688 1668775919.5233
MEM 54.304688 1668775919.6327
MEM 54.304688 1668775919.7428
MEM 54.304688 1668775919.8518
MEM 54.367188 1668775919.9623
MEM 54.367188 1668775920.0714
MEM 54.367188 1668775920.1807
MEM 54.367188 1668775920.2896
MEM 54.367188 1668775920.3986
MEM 54.367188 1668775920.5081
MEM 54.367188 1668775920.6160
MEM 54.371094 1668775920.7249
MEM 54.378906 1668775920.8338
MEM 54.386719 1668775920.9419
MEM 54.394531 1668775921.0493
MEM 54.398438 1668775921.1555
MEM 54.406250 1668775921.2629
MEM 54.414062 1668775921.3709
MEM 54.421875 1668775921.4779
MEM 54.429688 1668775921.5856
MEM 54.437500 1668775921.6941
MEM 54.445312 1668775921.8021
MEM 54.453125 1668775921.9110
MEM 54.460938 1668775922.0183
MEM 54.468750 1668775922.1265
MEM 54.472656 1668775922.2335
MEM 54.484375 1668775922.3416
MEM 54.492188 1668775922.4504
MEM 54.503906 1668775922.5607
MEM 54.511719 1668775922.6695
MEM 54.523438 1668775922.7777
MEM 54.531250 1668775922.8855
MEM 54.542969 1668775922.9946
MEM 54.554688 1668775923.1034
MEM 54.562500 1668775923.2116
MEM 54.570312 1668775923.3212
MEM 54.585938 1668775923.4304
MEM 54.593750 1668775923.5380
MEM 54.601562 1668775923.6449
MEM 54.609375 1668775923.7532
MEM 54.621094 1668775923.8616
MEM 54.632812 1668775923.9708
MEM 54.640625 1668775924.0804
MEM 54.652344 1668775924.1887
MEM 54.660156 1668775924.2968
MEM 54.671875 1668775924.4055
MEM 54.679688 1668775924.5141
MEM 54.742188 1668775924.6235
MEM 54.742188 1668775924.7326
MEM 54.742188 1668775924.8410
MEM 54.742188 1668775924.9507
MEM 54.742188 1668775925.0590
MEM 54.742188 1668775925.1678
MEM 54.746094 1668775925.2760
MEM 54.753906 1668775925.3863
MEM 54.765625 1668775925.4954
MEM 54.773438 1668775925.6038
MEM 54.785156 1668775925.7133
MEM 54.796875 1668775925.8217
MEM 54.804688 1668775925.9313
MEM 54.816406 1668775926.0402
MEM 54.820312 1668775926.1499
MEM 54.832031 1668775926.2585
MEM 54.839844 1668775926.3661
MEM 54.851562 1668775926.4743
MEM 54.859375 1668775926.5822
MEM 54.875000 1668775926.6912
MEM 54.878906 1668775926.8004
MEM 54.890625 1668775926.9097
MEM 40.910156 1668775927.0181
